Genome_Name	Gene_Length_Including_N	Sum_of_valid_dinucleotide_counts	A_Count	T_Count	G_Count	C_Count	AA_Count	AA_OE	AA_Rate	AT_Count	AT_OE	AT_Rate	AG_Count	AG_OE	AG_Rate	AC_Count	AC_OE	AC_Rate	TA_Count	TA_OE	TA_Rate	TT_Count	TT_OE	TT_Rate	TG_Count	TG_OE	TG_Rate	TC_Count	TC_OE	TC_Rate	GA_Count	GA_OE	GA_Rate	GT_Count	GT_OE	GT_Rate	GG_Count	GG_OE	GG_Rate	GC_Count	GC_OE	GC_Rate	CA_Count	CA_OE	CA_Rate	CT_Count	CT_OE	CT_Rate	CG_Count	CG_OE	CG_Rate	CC_Count	CC_OE	CC_Rate	A_Rate	T_Rate	G_Rate	C_Rate
GCA_000326865.1_Helobdella_robusta_v1.0	235376169	215422472	72398913	72330056	35369282	35337397	26422234	1.086049	0.122653	24025474	0.988474	0.111527	9632968	0.810487	0.044717	12313960	1.036992	0.057162	19022253	0.782628	0.088302	26380092	1.086383	0.122457	15334304	1.291407	0.071182	11589111	0.976879	0.053797	11624093	0.978014	0.05396	12317030	1.037302	0.057176	5268512	0.90736	0.024457	6157131	1.061358	0.028582	15326121	1.290654	0.071144	9603086	0.809472	0.044578	5131413	0.884546	0.02382	5274690	0.910064	0.024485	0.33605818569079154	0.33573856820575954	0.1641756242680877	0.16402762183536124
GCA_003055095.1_ASM305509v1	140141882	139886354	41559736	41496346	28424046	28420278	14857266	1.203527	0.10621	12243910	0.993345	0.087528	7156502	0.847627	0.051159	7298394	0.864547	0.052174	9953338	0.807511	0.071153	14816042	1.203858	0.105915	6980541	0.828049	0.049902	9742787	1.155866	0.069648	9755866	1.155499	0.069741	7287747	0.86449	0.052098	5254607	0.909978	0.037563	6122455	1.06041	0.043767	6989633	0.827972	0.049967	7144924	0.847661	0.051077	9028995	1.563824	0.064545	5253347	0.910001	0.037554	0.2970665860683778	0.2966134780194991	0.20317343467895296	0.20314650123317013
GCA_000187915.1_Pbar_UMD_V03	235645958	220036890	69843487	69908348	40157375	40161242	25088413	1.132008	0.114019	23510410	1.059823	0.106848	10419878	0.81771	0.047355	10815108	0.848644	0.049151	19534003	0.880571	0.088776	25129034	1.131737	0.114204	11595391	0.909115	0.052697	13639073	1.069244	0.061985	13626256	1.069334	0.061927	10832105	0.849271	0.049229	6595211	0.900173	0.029973	9097403	1.241575	0.041345	11583900	0.90897	0.052645	10427007	0.817432	0.047388	11540439	1.57499	0.052448	6603259	0.901098	0.03001	0.31736876243613116	0.3176634907806705	0.18247508756877548	0.18249265921442284
GCA_001594055.1_Tzet1.0	267973152	262176152	85631585	85658581	45445534	45456517	31255614	1.117652	0.119216	28539114	1.020192	0.108855	12575566	0.847323	0.047966	13256551	0.89299	0.050564	24731784	0.884091	0.094333	31265156	1.117288	0.119252	14231205	0.958575	0.054281	15426263	1.03882	0.058839	15415711	1.038687	0.058799	13259115	0.893097	0.050573	7105428	0.902099	0.027102	9661220	1.226284	0.03685	14224217	0.958175	0.054254	12590708	0.847871	0.048024	11530277	1.46352	0.043979	7108223	0.902018	0.027112	0.32659850082430175	0.3267014634534327	0.1733290733034993	0.17337096241876623
GCA_001594115.1_Tsep1.0	291747019	283825702	93032420	93044525	48888799	48897546	34193586	1.121612	0.120474	31008233	1.016995	0.109251	13603094	0.849104	0.047928	14214187	0.887089	0.050081	26820409	0.879644	0.094496	34196518	1.121417	0.120484	15305133	0.955221	0.053924	16709508	1.042684	0.058872	16706893	1.042843	0.058863	14215324	0.887204	0.050085	7591721	0.901754	0.026748	10369125	1.231438	0.036533	15299327	0.954812	0.053904	13611713	0.849379	0.047958	12382763	1.470577	0.043628	7598168	0.902197	0.026771	0.32773670734246757	0.3277793511094724	0.17222656370959416	0.17225737783846584
GCA_001594045.1_Acol1.0	291257934	286349543	96309013	96316199	46895466	46861842	35832850	1.106481	0.125137	33368190	1.030298	0.11653	13465848	0.85395	0.047026	13627448	0.864818	0.04759	28066907	0.866612	0.098016	35845485	1.106706	0.125181	15613587	0.990077	0.054526	16777806	1.064665	0.058592	16794478	1.065038	0.05865	13636228	0.86469	0.047621	6798870	0.885465	0.023743	9662849	1.259365	0.033745	15602792	0.990176	0.054489	13453715	0.853729	0.046984	11012932	1.435322	0.03846	6789558	0.885522	0.023711	0.3362950120000341	0.3363201043136292	0.16375114654344128	0.16363373714289545
GCA_000469685.2_haemonchus_contortus_MHCO3ISE_4.0	283439308	277739405	78976493	79089975	59788715	59884414	25246618	1.124205	0.0909	21037198	0.93542	0.075744	17017252	1.000946	0.061271	15675371	0.920543	0.056439	16750594	0.744816	0.06031	25337922	1.125035	0.091229	18493446	1.086214	0.066586	18507962	1.085329	0.066638	18451179	1.085288	0.066433	15657804	0.919662	0.056376	12759467	0.991362	0.04594	12920219	1.002247	0.046519	18528051	1.088068	0.06671	17057005	1.000243	0.061414	11518509	0.893514	0.041472	12780808	0.989849	0.046017	0.2843544595479484	0.2847630509091579	0.21526896289116457	0.21561352665172911
GCA_000688135.1_Acey_2013.11.30.genDNA	313092710	300869431	85133525	85167059	65294335	65306691	28001555	1.162658	0.093069	22459824	0.932191	0.07465	17940364	0.971239	0.059628	16725741	0.905311	0.055591	17287894	0.717531	0.05746	28023211	1.162641	0.093141	20237913	1.09519	0.067265	19611823	1.061108	0.065184	19606839	1.061457	0.065167	16730670	0.905393	0.055608	13813672	0.975055	0.045913	15133365	1.068005	0.050299	20230605	1.095019	0.06724	17947206	0.971043	0.059651	13292471	0.938088	0.04418	13826278	0.975575	0.045954	0.2829281139439566	0.28303955901066796	0.21699563189442556	0.21703669515094984
GCA_001026735.1_RREN1.0	313575666	310690239	98790890	98545009	56813713	56685165	41670243	1.327773	0.134122	30012631	0.958703	0.0966	14336580	0.794341	0.046144	12731939	0.707033	0.04098	20846412	0.665904	0.067097	41497292	1.328869	0.133565	17893864	0.993912	0.057594	18265247	1.016841	0.058789	18340085	1.016162	0.05903	12730242	0.707099	0.040974	14252210	1.373117	0.045873	11458501	1.106463	0.036881	17891391	0.993549	0.057586	14264671	0.794126	0.045913	10300622	0.994655	0.033154	14198309	1.374135	0.045699	0.31782444343413996	0.3170334090383973	0.18277785242801195	0.18236429509945085
GCA_000328365.1_Capca1	333283208	276604289	82561421	82442910	55831156	55823136	26707054	1.084179	0.096553	25606473	1.040995	0.092574	15239515	0.914844	0.055095	14991034	0.900056	0.054197	18628760	0.757326	0.067348	26611477	1.083408	0.096208	20007845	1.202818	0.072334	17179279	1.032921	0.062108	17190949	1.03199	0.06215	14985742	0.900903	0.054178	11095271	0.98495	0.040112	12547570	1.114034	0.045363	20018995	1.201933	0.072374	15221927	0.915233	0.055031	9478658	0.841561	0.034268	11093740	0.985097	0.040107	0.29842345091119754	0.29799508544506853	0.20180522621917338	0.2017762374245606
GCA_003254395.2_Amel_HAv3.1	225251012	223937170	75573367	75526996	36397361	36439674	29885562	1.171793	0.133455	26344125	1.03357	0.117641	9825294	0.799897	0.043875	9518313	0.774005	0.042504	21259519	0.834083	0.094935	29860465	1.172247	0.133343	10253255	0.83525	0.045786	14153669	1.151647	0.063204	14128369	1.150219	0.063091	9506590	0.774426	0.042452	6475080	1.094542	0.028915	6287277	1.061562	0.028076	10299824	0.837556	0.045994	9815743	0.798681	0.043833	9843697	1.662038	0.043957	6480388	1.092897	0.028938	0.33747541801838743	0.33726834675465867	0.16253364254951289	0.16272259267744105
GCA_000143395.3_Attacep1.0	326808547	290177939	97784779	97903057	47282232	47259704	36123951	1.096661	0.124489	34154995	1.035634	0.117704	13596423	0.85364	0.046855	13891570	0.872587	0.047873	28993573	0.879131	0.099917	36212914	1.096707	0.124796	15791595	0.990265	0.05442	16887330	1.059481	0.058196	16884359	1.060071	0.058186	13910213	0.872286	0.047937	6811901	0.884488	0.023475	9668348	1.25598	0.033319	15764762	0.99025	0.054328	13607226	0.853693	0.046893	11073266	1.438488	0.03816	6805513	0.884501	0.023453	0.33692194403818776	0.33732947631575166	0.16291310045201013	0.16283547919405042
GCA_000803305.1_Toxocara_canis_adult_r1.0	317115901	298589400	89836154	89507290	59539161	59758764	32198220	1.191668	0.107834	24951694	0.926864	0.083565	16576478	0.925687	0.055516	16095283	0.895512	0.053904	19325127	0.717858	0.064721	31969573	1.191916	0.107069	19652615	1.101501	0.065818	18548033	1.03577	0.062119	18539927	1.035332	0.062092	15980483	0.895683	0.05352	10557846	0.889601	0.035359	14450920	1.213156	0.048397	19755702	1.099171	0.066163	16593117	0.926603	0.055572	12741032	1.069611	0.042671	10653350	0.891063	0.035679	0.3008161739306787	0.29971497351393406	0.19936675618440525	0.200102096370982
GCA_000956235.1_wasmannia.A_1.0	324120201	285558874	87726789	87495235	55264181	55178461	31196627	1.158405	0.109248	28043556	1.04408	0.098206	13756430	0.810862	0.048174	14681844	0.866755	0.051414	24034627	0.894825	0.084167	31070502	1.159837	0.108806	14906272	0.880964	0.0522	17461329	1.033572	0.061148	17534990	1.033587	0.061406	14640389	0.865251	0.051269	9700142	0.907628	0.033969	13371369	1.253083	0.046825	14933601	0.881617	0.052296	13695904	0.810689	0.047962	16884751	1.582336	0.059129	9646541	0.905419	0.033781	0.30709709474534735	0.3062865149727688	0.19345823119755384	0.19315815908433
GCA_004148225.2_ASM414822v2	157978452	156298516	49512477	49491073	28672970	28624179	21910879	1.397003	0.140186	14237150	0.908131	0.091089	6711680	0.738943	0.042941	6652091	0.733631	0.04256	9649680	0.615515	0.061739	21895823	1.397251	0.14009	9316302	1.02615	0.059606	8628576	0.95202	0.055206	8649294	0.95227	0.055338	6656743	0.733211	0.04259	6840051	1.300412	0.043763	6526467	1.242909	0.041756	9301929	1.02587	0.059514	6700650	0.739306	0.042871	5804570	1.10543	0.037138	6816631	1.300381	0.043613	0.31677706700467156	0.31664012583846474	0.18344748413441198	0.18313532302245175
GCA_000816745.1_A_duodenale_2.2.ec.cg.pg	332875813	322727142	92582140	92780019	68711908	68753343	30857683	1.162557	0.095615	24433760	0.918574	0.07571	19442111	0.986937	0.060243	17823281	0.904215	0.055227	19143382	0.719685	0.059318	30964876	1.161624	0.095948	21655709	1.096961	0.067102	20987583	1.062477	0.065032	20936463	1.062795	0.064874	17858028	0.904591	0.055335	14249680	0.974645	0.044154	15643442	1.06933	0.048473	21616105	1.096634	0.06698	19497622	0.987049	0.060415	13342187	0.912025	0.041342	14275230	0.975216	0.044233	0.28678525159929885	0.28739820760572965	0.21284409523962045	0.21297244555535108
GCA_000699045.2_Apla_2.0	353056831	315514858	103453575	103397245	54355335	54362465	38830955	1.14513	0.123072	30714527	0.906269	0.097347	16464170	0.924102	0.052182	17425892	0.977953	0.05523	29066982	0.857656	0.092126	38792217	1.145235	0.122949	18245421	1.024638	0.057827	17274240	0.969971	0.054749	17286331	0.970248	0.054788	17413415	0.977914	0.05519	10049368	1.07355	0.031851	9597770	1.025172	0.030419	18250774	1.024246	0.057844	16459284	0.92421	0.052166	9587554	1.024081	0.030387	10055958	1.073972	0.031872	0.3278322635501591	0.32765376037706156	0.17224569096889292	0.17226828510388645
GCA_000327385.1_Helro1	359505668	298874851	99694767	99731041	49737042	49732137	35556878	1.069367	0.118969	32052272	0.963616	0.107243	15951370	0.961598	0.053371	16127574	0.972316	0.053961	27496958	0.826666	0.092002	35565325	1.068843	0.118997	19610498	1.181752	0.065614	17052233	1.027689	0.057055	17044737	1.02751	0.05703	16136143	0.972383	0.05399	8996514	1.087082	0.030101	7555721	0.913076	0.025281	19590056	1.181066	0.065546	15970749	0.962511	0.053436	5175220	0.625403	0.017316	8992603	1.086824	0.030088	0.33354445988082093	0.33366582023003283	0.16640306516749978	0.16638665472164643
GCA_000237925.5_SM_V9	391422238	391378965	126145361	126395398	69456691	69381883	42031051	1.033775	0.107392	39603586	0.972143	0.10119	21710724	0.969811	0.055472	22799867	1.019561	0.058255	34471843	0.846175	0.088078	42155223	1.032731	0.107709	25914755	1.155314	0.066214	23853458	1.064565	0.060947	23808278	1.063508	0.060832	22868675	1.019516	0.058431	12260287	0.994651	0.031326	10519388	0.854336	0.026878	25834081	1.155245	0.066008	21767809	0.971484	0.055618	9570855	0.7773	0.024454	12209085	0.992634	0.031195	0.32230971429449495	0.3229485753147829	0.17746642488145892	0.17727528550926322
GCA_003651465.1_ASM365146v1	277633851	243733039	78081327	77915465	43899901	43868471	28007800	1.119988	0.114912	26494432	1.061726	0.108703	11627127	0.826972	0.047704	11940353	0.849858	0.048989	22298471	0.893579	0.091487	27903695	1.120581	0.114485	12881827	0.918162	0.052852	14821593	1.057177	0.060811	14865934	1.05733	0.060993	11925844	0.850023	0.04893	7122287	0.900993	0.029222	9980949	1.263527	0.04095	12896939	0.917943	0.052914	11581156	0.826047	0.047516	12264208	1.552574	0.050318	7120424	0.902048	0.029214	0.32031372210345854	0.31963330494590275	0.18009095425956761	0.17996201869107106
GCA_000699445.3_UoM_Shae.V3	400271889	400248619	129648661	129886635	70419681	70293850	43376544	1.032878	0.108374	40935761	0.972973	0.102276	22065116	0.967329	0.055129	23271178	1.022029	0.058142	35953971	0.854564	0.089829	43480165	1.031555	0.108633	26330489	1.152208	0.065785	24121938	1.057452	0.060267	24127341	1.057737	0.060281	23369134	1.02262	0.058387	12216443	0.986023	0.030522	10706726	0.865716	0.02675	26190740	1.150251	0.065436	22101517	0.968881	0.055219	9807597	0.793015	0.024504	12193959	0.987735	0.030466	0.32392015230065874	0.32451471744100824	0.1759397560957749	0.17562537416255813
GCA_004194705.1_D.dipsaci.v1.0	227234012	227227190	71038105	70982405	42616274	42592037	28762853	1.295137	0.126582	18432235	0.83062	0.081118	12351607	0.927093	0.054358	11490866	0.862978	0.05057	15445791	0.696041	0.067975	28719292	1.295206	0.12639	13974765	1.049748	0.061501	12842051	0.96521	0.056516	12852244	0.96467	0.056561	11494326	0.863423	0.050585	9256258	1.158113	0.040736	9013175	1.128341	0.039666	13976676	1.049665	0.06151	12336013	0.927176	0.054289	7033369	0.880493	0.030953	9245669	1.158105	0.040689	0.31262805786419146	0.3123829305086259	0.18754783751661502	0.1874411741105676
GCA_001039355.2_LinAna2.0	406282338	388946679	123612537	123709110	70855717	70800265	43391846	1.104695	0.111562	36673151	0.932917	0.094288	21672659	0.962574	0.055721	21865545	0.971901	0.056217	31525111	0.801958	0.081053	43460109	1.104706	0.111738	27487541	1.219884	0.070672	21227260	0.942793	0.054576	21247938	0.94371	0.054629	21913640	0.972517	0.056341	14258313	1.104784	0.036659	13429514	1.041381	0.034528	27438803	1.219627	0.070546	21652752	0.961691	0.05567	7430905	0.576224	0.019105	14271592	1.107546	0.036693	0.31778829368102296	0.3180365675991099	0.18215884852339412	0.18201629019647297
GCA_000347755.4_Ccap_2.1	436474819	435760894	141470154	141654865	76338949	76305383	54470069	1.186024	0.125	42145018	0.916463	0.096716	22063498	0.890284	0.050632	22788605	0.919947	0.052296	37311409	0.811354	0.085624	54615591	1.186093	0.125334	27264338	1.098708	0.062567	22460581	0.905523	0.051543	22451753	0.90595	0.051523	22809069	0.919168	0.052343	13248352	0.990683	0.030403	17828529	1.333765	0.040914	27233886	1.099397	0.062497	22082316	0.890273	0.050675	13761503	1.029508	0.03158	13226377	0.98991	0.030352	0.324644570976264	0.3250684442926781	0.17518200585887464	0.17510497887218324
GCA_003227715.2_Hsal_v8.6	334161684	333226844	92062737	91972786	74632276	74560391	29835573	1.173033	0.089535	26397010	1.038855	0.079216	18171988	0.881324	0.054533	17657723	0.857208	0.05299	21196743	0.834198	0.063611	29787877	1.173449	0.089392	17630286	0.855888	0.052908	23357528	1.135018	0.070095	23412600	1.135488	0.07026	17647248	0.856711	0.052959	14342726	0.858068	0.043042	19229422	1.151529	0.057707	17617440	0.855252	0.052869	18140216	0.881492	0.054438	24487018	1.466373	0.073485	14315446	0.858088	0.04296	0.27627535653571206	0.27600541838912246	0.22396747406034284	0.22375175101482261
GCA_003268045.1_YSA_version1	353187871	347916398	121689438	121714864	52258420	52258871	46765598	1.098775	0.134416	42596426	1.000609	0.122433	13540779	0.740836	0.03892	18784843	1.027738	0.053992	40271895	0.946005	0.115752	46792999	1.098959	0.134495	18554535	1.014935	0.05333	16093684	0.880318	0.046257	16092596	0.88045	0.046254	18786157	1.027604	0.053996	8692509	1.107441	0.024984	8686319	1.106642	0.024967	18557581	1.015305	0.053339	13537522	0.740497	0.03891	11469759	1.461255	0.032967	8693196	1.107509	0.024986	0.3497610968917356	0.3498341765755252	0.1502017151318343	0.15020301140090492
GCA_000341915.2_ASM34191v2	489347612	303317969	100966519	100894641	51554947	50307227	38589968	1.151272	0.127226	30890905	0.922239	0.101843	16472852	0.962452	0.054309	14887887	0.891422	0.049083	26771754	0.799263	0.088263	38544306	1.151548	0.127076	17846650	1.043462	0.058838	17605505	1.054892	0.058043	17629524	1.030033	0.058122	14887744	0.87046	0.049083	10744831	1.229468	0.035424	8207021	0.962372	0.027057	17850499	1.068811	0.058851	16447150	0.985486	0.054224	6402281	0.750745	0.021107	9539092	1.146316	0.031449	0.3324292462824078	0.33219259011558194	0.16974312220607982	0.1656350413959304
GCA_002382865.2_ASM238286v2	404004474	365062419	115576400	115539485	67021471	66981451	41075924	1.122924	0.112518	33952297	0.928476	0.093004	19451100	0.916985	0.053282	21080092	0.994375	0.057744	33107768	0.905381	0.090691	41062698	1.12328	0.112481	22102286	1.042303	0.060544	19249228	0.908301	0.052729	19272366	0.908559	0.052792	21082039	0.99419	0.057749	12756642	1.037074	0.034944	13899619	1.130669	0.038075	22102763	1.042615	0.060545	19425461	0.916616	0.053211	12700433	1.033121	0.03479	12741703	1.037098	0.034903	0.3165446363873554	0.31644353231029265	0.1835607197303315	0.18345111157202046
GCA_003063815.1_AJDMW	395412201	263656884	81399001	81440824	50408581	50449947	28698212	1.142332	0.108847	26158245	1.040694	0.099213	12921869	0.830572	0.04901	13607821	0.873946	0.051612	22432016	0.892448	0.08508	28715177	1.141834	0.108911	14113378	0.906693	0.053529	16166489	1.03774	0.061316	16133004	1.036973	0.061189	13613369	0.87457	0.051633	8882789	0.921969	0.033691	11771946	1.22084	0.044649	14121814	0.906956	0.053561	12941081	0.830698	0.049083	14483328	1.502031	0.054932	8896346	0.921862	0.033742	0.30868225028314833	0.30884085195632605	0.19116001456406517	0.19131688319646045
GCA_000696155.1_ZooNev1.0	485009472	464193702	143476383	143539053	88675547	88567490	48658596	1.097537	0.104824	40838856	0.920754	0.087978	26235483	0.95747	0.056518	27724893	1.013061	0.059727	36095980	0.813821	0.077761	48697395	1.097453	0.104907	31531539	1.150248	0.067928	27195242	0.993274	0.058586	27213647	0.993168	0.058626	27783234	1.013513	0.059853	17183190	1.01465	0.037017	16481738	0.974418	0.035506	31488613	1.150586	0.067835	26200298	0.956935	0.056443	13712303	0.810686	0.02954	17152695	1.015323	0.036952	0.3090441884083826	0.3091791778671533	0.19100469276734128	0.19077194095712283
GCA_003590095.1_tn1	368226961	367279984	118228429	118177380	65413339	65462813	42721185	1.122539	0.116318	35130163	0.923476	0.09565	19106502	0.907392	0.052022	21269894	1.009371	0.057912	34035215	0.894693	0.092668	42689884	1.122686	0.116233	22047887	1.047534	0.06003	19403779	0.921211	0.052831	19396850	0.921181	0.052812	21247111	1.009488	0.05785	11779539	1.011108	0.032072	12989493	1.114123	0.035367	22074516	1.047554	0.060103	19109564	0.907243	0.05203	12479072	1.070344	0.033977	11799330	1.011277	0.032126	0.321900995840087	0.32176200453253406	0.17810114828917503	0.17823585133820388
GCA_000764305.4_Hazt_2.0.2	542348180	539711585	166569100	166647064	103243743	103291924	57439309	1.117498	0.106426	50065791	0.973589	0.092764	29752891	0.933894	0.055127	29300496	0.919265	0.054289	41866768	0.814149	0.077572	57488897	1.117417	0.106518	35998258	1.129397	0.066699	31281839	0.980968	0.05796	31256439	0.981088	0.057913	29303619	0.919362	0.054295	18904861	0.957354	0.035028	23770026	1.203167	0.044042	35995183	1.129302	0.066693	29778457	0.933823	0.055175	18578199	0.940373	0.034422	18930552	0.957761	0.035075	0.3086031217187293	0.3087475658790308	0.19128002365220323	0.19136928875003667
GCA_003073045.1_ASM307304v1	440159624	440086678	130678540	130653404	89350037	89405443	42996116	1.108053	0.097699	33475928	0.862874	0.076067	27276249	1.028076	0.061979	26930069	1.014399	0.061193	28679087	0.739231	0.065167	42982420	1.108126	0.097668	32776195	1.235614	0.074477	26215448	0.987671	0.059569	26202250	0.987596	0.059539	26934542	1.015392	0.061203	17688156	0.975063	0.040192	18524935	1.020558	0.042094	32800861	1.23554	0.074533	27260340	1.027037	0.061943	11609283	0.639568	0.02638	17734799	0.976423	0.040298	0.29693768300000317	0.2968805670756908	0.20302792610588208	0.20315382381842387
GCA_003604175.2_CSKR.v2	558124894	555229983	155243558	155299869	122352578	122335780	48398812	1.115022	0.087169	38818446	0.893983	0.069914	33349745	0.974858	0.060065	34676062	1.013768	0.062454	31816079	0.732719	0.057303	48404459	1.114343	0.087179	39933237	1.16688	0.071922	35145625	1.027123	0.063299	35126672	1.0268	0.063265	34711512	1.014297	0.062517	26067266	0.966819	0.046949	26446720	0.981027	0.047632	39901522	1.166536	0.071865	33364952	0.975083	0.060092	23001899	0.853243	0.041428	26066975	0.967073	0.046948	0.2796013524333806	0.27970277133900034	0.22036306512963771	0.22033281109798136
