Region	Reference	Start	End	Strand	Score
581547at33208_r2.m1.g1.t1_13_exon	OZ210597.1	19582467	19582597	+	0.82
581547at33208_r2.m1.g1.t1_13_intron	OZ210597.1	19582597	19582804	+	0.82
581547at33208_r2.m1.g1.t1_14_exon	OZ210597.1	19582804	19582920	+	0.76
581547at33208_r2.m1.g1.t1_downstream1	OZ210597.1	19582820	19582920	+	0.76
581547at33208_r2.m1.g1.t1_downstream2	OZ210597.1	19582920	19583120	+	0.76
606776at33208_r2.m1.g2.t1_upstream1	OZ210597.1	3880529	3880729	-	0.44
606776at33208_r2.m1.g2.t1_upstream2	OZ210597.1	3880329	3880529	-	0.44
606776at33208_r2.m1.g2.t1_1_exon	OZ210597.1	3880312	3880429	-	0.94
606776at33208_r2.m1.g2.t1_1_intron	OZ210597.1	3879973	3880312	-	0.94
606776at33208_r2.m1.g2.t1_2_exon	OZ210597.1	3879784	3879973	-	0.64
606776at33208_r2.m1.g2.t1_2_intron	OZ210597.1	3878944	3879784	-	0.64
606776at33208_r2.m1.g2.t1_3_exon	OZ210597.1	3878737	3878944	-	0.71
606776at33208_r2.m1.g2.t1_3_intron	OZ210597.1	3878687	3878737	-	0.71
606776at33208_r2.m1.g2.t1_4_exon	OZ210597.1	3878450	3878687	-	0.86
606776at33208_r2.m1.g2.t1_downstream1	OZ210597.1	3878450	3878550	-	0.86
606776at33208_r2.m1.g2.t1_downstream2	OZ210597.1	3878250	3878450	-	0.86
613851at33208_r2.m1.g1.t1_upstream1	OZ210596.1	1711033	1711233	-	0.01
613851at33208_r2.m1.g1.t1_upstream2	OZ210596.1	1710833	1711033	-	0.01
613851at33208_r2.m1.g1.t1_1_exon	OZ210596.1	1710693	1710933	-	0.12
613851at33208_r2.m1.g1.t1_1_intron	OZ210596.1	1710521	1710693	-	0.12
613851at33208_r2.m1.g1.t1_2_exon	OZ210596.1	1710475	1710521	-	0.01
613851at33208_r2.m1.g1.t1_2_intron	OZ210596.1	1709165	1710475	-	0.01
613851at33208_r2.m1.g1.t1_3_exon	OZ210596.1	1709143	1709165	-	0.01
613851at33208_r2.m1.g1.t1_3_intron	OZ210596.1	1708263	1709143	-	0.01
613851at33208_r2.m1.g1.t1_4_exon	OZ210596.1	1708233	1708263	-	0.01
613851at33208_r2.m1.g1.t1_4_intron	OZ210596.1	1707909	1708233	-	0.01
613851at33208_r2.m1.g1.t1_5_exon	OZ210596.1	1707887	1707909	-	0.01
613851at33208_r2.m1.g1.t1_5_intron	OZ210596.1	1707053	1707887	-	0.01
613851at33208_r2.m1.g1.t1_6_exon	OZ210596.1	1707042	1707053	-	0.01
613851at33208_r2.m1.g1.t1_6_intron	OZ210596.1	1706996	1707042	-	0.01
613851at33208_r2.m1.g1.t1_7_exon	OZ210596.1	1706980	1706996	-	0.01
613851at33208_r2.m1.g1.t1_7_intron	OZ210596.1	1706878	1706980	-	0.01
613851at33208_r2.m1.g1.t1_8_exon	OZ210596.1	1706797	1706878	-	0.01
613851at33208_r2.m1.g1.t1_downstream1	OZ210596.1	1706797	1706897	-	0.01
613851at33208_r2.m1.g1.t1_downstream2	OZ210596.1	1706597	1706797	-	0.01
99987at33208_r2.m1.g1.t1_upstream1	OZ210594.1	26183099	26183299	+	0.01
99987at33208_r2.m1.g1.t1_upstream2	OZ210594.1	26183299	26183499	+	0.01
99987at33208_r2.m1.g1.t1_1_exon	OZ210594.1	26183399	26183528	+	0.41
99987at33208_r2.m1.g1.t1_1_intron	OZ210594.1	26183528	26183573	+	0.41
99987at33208_r2.m1.g1.t1_2_exon	OZ210594.1	26183573	26184001	+	0.15
99987at33208_r2.m1.g1.t1_2_intron	OZ210594.1	26184001	26184238	+	0.15
99987at33208_r2.m1.g1.t1_3_exon	OZ210594.1	26184238	26184373	+	0.82
99987at33208_r2.m1.g1.t1_3_intron	OZ210594.1	26184373	26184422	+	0.82
99987at33208_r2.m1.g1.t1_4_exon	OZ210594.1	26184422	26184457	+	0.96
99987at33208_r2.m1.g1.t1_4_intron	OZ210594.1	26184457	26184738	+	0.96
99987at33208_r2.m1.g1.t1_5_exon	OZ210594.1	26184738	26188429	+	0.36
99987at33208_r2.m1.g1.t1_5_intron	OZ210594.1	26188429	26189269	+	0.36
99987at33208_r2.m1.g1.t1_6_exon	OZ210594.1	26189269	26189507	+	0.88
99987at33208_r2.m1.g1.t1_6_intron	OZ210594.1	26189507	26189557	+	0.88
99987at33208_r2.m1.g1.t1_7_exon	OZ210594.1	26189557	26189610	+	0.81
99987at33208_r2.m1.g1.t1_7_intron	OZ210594.1	26189610	26192069	+	0.81
99987at33208_r2.m1.g1.t1_8_exon	OZ210594.1	26192069	26192339	+	0.92
99987at33208_r2.m1.g1.t1_downstream1	OZ210594.1	26192239	26192339	+	0.92
99987at33208_r2.m1.g1.t1_downstream2	OZ210594.1	26192339	26192539	+	0.92
